thumb_cmc_spread,thumb_cmc_stretch,thumb_mcp_stretch,thumb_ip_stretch,index_mcp_spread,index_mcp_stretch,index_pip_stretch,index_dip_stretch,middle_mcp_spread,middle_mcp_stretch,middle_pip_stretch,middle_dip_stretch,ring_mcp_spread,ring_mcp_stretch,ring_pip_stretch,ring_dip_stretch,pinky_mcp_spread,pinky_mcp_stretch,pinky_pip_stretch,pinky_dip_stretch
15.09,54.46,0.45,0.09,2.13,33.43,2.33,1.75,-4.43,22.13,1.44,1.08,-14.95,12.61,1.63,1.22,-16.37,13.83,1.49,1.12
15.06,54.43,0.45,0.09,2.13,33.39,2.33,1.75,-4.41,22.11,1.44,1.08,-14.95,12.62,1.63,1.22,-16.39,13.85,1.51,1.13
15.09,54.44,0.45,0.09,2.12,33.44,2.33,1.75,-4.37,22.17,1.44,1.08,-14.91,12.72,1.65,1.23,-16.37,13.9,1.53,1.15
15.21,54.34,0.45,0.09,2.11,33.46,2.34,1.75,-4.34,22.26,1.44,1.08,-14.9,12.81,1.64,1.23,-16.35,13.95,1.53,1.15
15.33,54.17,0.45,0.07,2.09,33.54,2.34,1.75,-4.35,22.37,1.44,1.08,-14.88,12.88,1.65,1.23,-16.32,13.98,1.56,1.17
15.37,54.1,0.45,0.06,2.07,33.5,2.34,1.75,-4.37,22.4,1.44,1.08,-14.89,12.91,1.65,1.23,-16.34,13.98,1.58,1.19
15.4,54.04,0.45,0.09,2.07,33.51,2.35,1.76,-4.43,22.47,1.44,1.08,-14.94,12.94,1.65,1.23,-16.33,14,1.58,1.19
15.38,53.95,0.45,0.09,2.06,33.55,2.35,1.76,-4.44,22.52,1.44,1.08,-14.95,12.95,1.65,1.23,-16.34,14.01,1.58,1.19
15.42,53.85,0.45,0.06,2.03,33.6,2.35,1.76,-4.47,22.6,1.44,1.08,-14.93,13,1.66,1.24,-16.32,14.04,1.6,1.2
15.43,53.8,0.45,0.06,2.01,33.69,2.35,1.76,-4.47,22.72,1.44,1.08,-14.93,13.06,1.66,1.24,-16.29,14.01,1.62,1.21
15.46,53.69,0.45,0.05,1.99,33.8,2.36,1.77,-4.47,22.84,1.44,1.08,-14.88,13.14,1.66,1.24,-16.29,14,1.62,1.21
15.53,53.54,0.45,0.06,1.96,33.92,2.36,1.77,-4.49,22.92,1.44,1.08,-14.88,13.2,1.66,1.25,-16.26,14.03,1.62,1.21
15.65,53.43,0.45,0.07,1.94,33.95,2.36,1.77,-4.49,22.95,1.44,1.08,-14.88,13.29,1.68,1.26,-16.26,14.05,1.62,1.21
15.72,53.41,0.45,0.05,1.95,33.88,2.36,1.77,-4.5,22.82,1.44,1.08,-14.89,13.32,1.69,1.27,-16.27,14.05,1.62,1.21
15.6,53.59,0.45,0.06,1.97,33.74,2.57,1.93,-4.55,22.74,1.48,1.11,-14.9,13.43,1.72,1.29,-16.24,14.14,1.62,1.21
15.51,53.85,0.45,0.06,1.96,33.89,2.84,2.13,-4.62,22.94,1.47,1.1,-14.95,13.58,1.75,1.31,-16.18,14.28,1.61,1.21
15.48,53.99,0.45,0.06,1.96,33.86,2.82,2.11,-4.63,22.85,1.44,1.08,-14.94,13.9,1.75,1.31,-16.16,14.52,1.58,1.19
15.74,54.15,0.45,0.06,1.84,33.88,3.75,2.81,-4.78,23.73,3.46,2.59,-14.39,17.14,4.71,3.53,-15.43,16.81,1.8,1.35
18.27,54.91,0.45,0.06,0.49,39.4,28.34,21.25,-5,31.51,37.2,27.9,-12.64,27.14,40.5,30.38,-10.94,28.89,14.69,11.02
23.15,57.86,0.45,0.07,0.26,52.92,40.28,30.21,-5,52.83,63.2,47.4,-10.82,39.86,73.3,54.98,-10.18,36.42,41.04,30.78
26.38,62,0.39,0.07,0.11,75.21,45.44,34.08,-5.77,73.16,65.65,49.24,-11.13,57.59,82.91,62.18,-10.43,50.72,53.37,40.03
26.58,66.48,0.26,0.06,0,87.21,50.83,38.12,-5.99,83.55,69.82,52.36,-11.93,69,86.83,65.12,-20.67,60.48,64.12,48.09
26.16,68.03,0.13,0.03,0,89.62,55.19,41.39,-6.03,88.14,72.36,54.27,-12.26,74.95,90.12,67.59,-22.43,64.6,71.14,53.35
25.54,68.81,0,0.03,0,89.62,57.77,43.33,-6.04,89.62,73.49,55.12,-12.44,78.94,91.65,68.74,-23.85,69.42,76.23,57.17
25.28,69.11,0,0.02,0,89.62,57.85,43.39,-6.04,89.62,73.2,54.9,-12.5,81.19,91.75,68.82,-24.39,71.59,77.54,58.15
25.32,69.45,0,0.03,0,89.62,57.58,43.18,-6.04,89.62,72.18,54.14,-12.55,83.15,91.92,68.94,-24.98,73.78,79.19,59.39
25.38,69.3,0,0.03,0,89.62,57.17,42.88,-6.04,89.62,71.75,53.81,-12.57,84.12,91.72,68.79,-25.09,74.6,78.94,59.21
26,68.6,0,0.03,0,89.62,54.99,41.25,-6.04,89.62,70.8,53.1,-12.58,84.02,91.09,68.32,-24.68,72.91,76.53,57.4
25,66.31,0.06,0.05,0,86.14,33.24,24.93,-6.02,81.62,53.44,40.08,-12.52,76.45,74.96,56.22,-21.42,62.04,50.4,37.8
21.02,61.88,0.06,0.05,-0.07,65.79,20.72,15.54,-6.22,60.93,13.74,10.3,-12.48,59.96,28.33,21.25,-11.78,48.07,10.42,7.82
18.69,60.58,0.06,0.03,0,50.71,12.98,9.74,-6.8,46.47,7.13,5.35,-13.23,43.35,12.27,9.21,-11.69,36.86,4.82,3.62
16.53,59.75,0.06,0.03,1.13,38.16,5.55,4.16,-6.53,32.45,3.34,2.51,-13.71,26.61,5.89,4.42,-11.5,25.33,2.41,1.81
14.51,59.31,0,0.02,3.07,27.96,3.06,2.3,-5.32,19.15,2.68,2.01,-14.56,14.08,3.53,2.65,-13.21,16.93,1.97,1.48
13.72,59.36,0,0.03,3.82,24.61,2.27,1.7,-4.75,13.78,2.56,1.92,-15.36,10.89,2.36,1.77,-14.53,14.84,1.59,1.19
14.05,59.02,0,0.03,2.93,26.77,5.85,4.39,-4.91,14.37,6.45,4.84,-14.98,14.76,3.76,2.82,-14.03,18.5,2.33,1.75
16.03,58.65,0.07,0.02,1.1,33.72,26.67,20,-5.3,21.06,39.73,29.8,-14.03,23.45,38.89,29.16,-11.36,26.28,25.27,18.96
18.15,58.62,0.07,0.05,0.95,39.63,41.54,31.15,-4.66,33.23,54.48,40.86,-13.03,28.01,57.72,43.29,-10.7,28.04,49.69,37.27
20.52,59.38,0.07,0.09,0.67,49.45,49.36,37.02,-4.52,46.38,64.56,48.42,-11.78,35.65,67.85,50.88,-10.11,32.33,56.42,42.32
23.72,62.14,0.07,0.09,0.21,71.78,53.97,40.48,-5.48,67.76,73.74,55.31,-11.4,51.37,78.33,58.75,-9.89,43.77,64.36,48.27
25.02,63.47,0.07,0.09,0.09,77.56,57.76,43.32,-5.8,75.16,80.26,60.19,-11.47,55.17,84.88,63.66,-10.01,48.07,72.55,54.42
26.61,65.52,0.07,0.09,0,85.11,60.24,45.18,-5.97,82.22,84.76,63.57,-11.87,63.91,88.44,66.33,-18.71,55.71,78.97,59.23
26.71,66.44,0.02,0.09,0,89.16,62.85,47.14,-6.02,85.78,87.52,65.64,-12.12,68.85,90.53,67.9,-19.45,59.97,83.89,62.92
26.67,66.51,0.06,0.11,0,89.62,63.53,47.65,-6.03,87.11,87.85,65.89,-12.2,70.6,91.26,68.44,-20.1,62.01,84.87,63.65
26.74,66.53,0.06,0.09,0,89.62,63.51,47.63,-6.03,88.18,88.01,66.04,-12.28,72.28,91.19,68.39,-20.51,63.66,85.04,63.78
26.98,66.46,0,0.09,0,89.62,63.47,47.6,-6.04,88.97,88.76,66.57,-12.33,73.25,91.19,68.39,-20.76,64.43,85.15,63.86
27.23,66.25,0,0.09,0,89.62,63.39,47.55,-6.04,89.61,88.66,66.5,-12.37,74.11,91.19,68.39,-21.02,65.35,85.2,63.9
27.35,65.94,0,0.09,0,89.62,63.12,47.34,-6.04,89.62,88.43,66.32,-12.39,74.55,91.02,68.27,-21.12,65.86,85.25,63.93
27.44,65.86,0,0.09,0,89.62,62.72,47.04,-6.04,89.62,87.85,65.89,-12.41,75.18,90.87,68.15,-21.19,66.28,85.24,63.93
27.54,65.86,0,0.12,0,89.62,62.51,46.88,-6.04,89.62,87.76,65.82,-12.43,75.63,90.18,67.63,-21.28,66.61,85.11,63.83
27.57,65.87,0,0.12,0,89.62,62.42,46.82,-6.04,89.62,87.7,65.77,-12.44,75.92,90.11,67.59,-21.31,66.86,84.91,63.68
27.5,65.7,0,0.12,0,89.62,61.99,46.49,-6.04,89.62,87.35,65.51,-12.45,75.97,90,67.5,-21.32,66.76,84.61,63.45
27.02,64.6,0,0.12,0,89.62,53.64,40.23,-6.03,86.53,78.12,58.59,-12.44,74.33,87.3,65.48,-20.46,63.08,80.13,60.1
24.05,62.07,0.06,0.18,0,76.52,29.67,22.25,-6.02,72.56,33.82,25.36,-12.36,62.79,47.75,35.81,-19.27,53.81,38.39,28.8
20.53,59.74,0.13,0.16,-0.16,56.77,18.66,14,-6.34,52.2,12.9,9.67,-12.89,44.01,20.74,15.55,-11.45,42.33,8.16,6.12
18.86,59.25,0.13,0.12,0.41,43.17,10.13,7.59,-6.65,36.91,6.53,4.9,-14.12,26.63,10.61,7.95,-11.25,30.8,4.06,3.04
17.44,59.41,0.13,0.12,1.98,34.92,4.78,3.59,-5.86,26.59,3.22,2.42,-14.94,15.58,5.01,3.76,-12.45,20.78,2.44,1.83
16.64,59.51,0.13,0.09,2.73,30.22,3.13,2.35,-5.01,20.74,3.1,2.33,-15.35,9.99,3.77,2.83,-12.64,17.65,2.03,1.52
16.38,59.67,0.13,0.09,3.33,28.22,2.74,2.06,-4.73,17.57,3.1,2.33,-16,7.74,3.14,2.36,-13.36,16.06,1.8,1.35
16.8,59.8,0.06,0.09,3.14,29.12,4.87,3.65,-4.59,17.19,5.99,4.49,-15.67,10.05,4.28,3.21,-13.67,17.89,1.94,1.45
18.81,59.75,0.13,0.09,1.58,34.05,18.89,14.17,-4.76,24.29,25.32,18.99,-14.34,18.48,30.94,23.2,-10.67,24.72,9.46,7.09
21.37,58.43,0.14,0.42,1.34,37.51,29.17,21.88,-4.42,31.5,37.19,27.89,-13.65,23.24,42.61,31.96,-9.67,28.79,28.74,21.55
25.27,58.27,0.43,3.17,1.6,39.34,46.9,35.17,-4.21,37.46,55.83,41.88,-12.82,28.09,64.86,48.64,-9.45,30.16,49.42,37.06
26.79,58.73,0.81,7.08,1.24,45.36,54.96,41.22,-4.32,44.52,64.77,48.58,-12.18,33.13,71,53.25,-9.4,33.8,56.11,42.08
28.79,59.81,0.84,7.76,0.56,60.29,65.29,48.97,-5.16,60.22,78.58,58.93,-11.63,46.34,81.25,60.94,-9.7,42.78,64.28,48.21
31.48,62.39,0.77,4.94,0.17,76.54,67.39,50.54,-5.8,76.87,85.77,64.33,-11.71,58.98,87.65,65.74,-10.11,53.24,74.19,55.64
32.8,64.16,0.65,2.6,0.02,84.74,65.9,49.43,-5.99,84.36,88.28,66.21,-12.07,68.4,90.97,68.22,-21.38,63.46,82.96,62.22
32.77,64.61,0.58,2.16,0,88.1,66.75,50.06,-6.02,86.8,89.36,67.02,-12.24,71.93,91.58,68.69,-22.72,66.68,87.74,65.8
32.71,64.87,0.39,2.04,0,89.62,67.8,50.85,-6.03,88.33,89.45,67.09,-12.34,74.49,91.32,68.49,-23.42,67.43,88,66
32.68,64.97,0.26,1.68,0,89.62,67.9,50.92,-6.04,89.05,89.26,66.95,-12.4,76.07,91.32,68.49,-24,69.36,88.54,66.41
32.64,65.28,0.19,1.52,0,89.62,67.74,50.81,-6.04,89.62,88.74,66.56,-12.44,77.82,91.29,68.47,-24.73,72.3,91.31,68.48
32.72,65.2,0.13,1.47,0,89.62,67.15,50.36,-6.04,89.32,87.44,65.58,-12.47,78.79,91.19,68.39,-25.48,74.28,96.51,72.38
32.45,64.86,0.13,1.43,0,89.62,65.9,49.42,-6.04,89.05,86.83,65.12,-12.48,79.05,90.93,68.2,-25.54,74.48,96.18,72.14
31.9,64.12,0.16,1.37,0,89.62,64.39,48.29,-6.03,87.6,86.12,64.59,-12.48,78.19,90.6,67.95,-24.98,72.35,93.68,70.26
30.64,62.93,0.19,1.34,0,86.32,61.61,46.2,-6.01,83.84,84.07,63.05,-12.47,75.71,89.83,67.37,-23.31,66.51,90.85,68.14
27.89,60.72,0.19,1.2,0.08,73.84,47.09,35.32,-5.91,68.63,64.27,48.2,-12.31,64.2,78.63,58.97,-13.21,57.61,77.72,58.29
25.26,59.3,0.26,1.06,0,62.52,35.17,26.38,-6.23,56.18,24.5,18.38,-12.54,55.07,40.52,30.39,-13.54,55.11,33.31,24.99
24.67,59.01,0.32,0.94,0.18,51.02,17.4,13.05,-6.46,44.05,12.32,9.24,-13.19,42.96,16.45,12.34,-14.57,60.65,10.82,8.12
24.85,58.8,0.45,0.89,1.28,40.39,10.03,7.52,-5.85,30.72,6.58,4.93,-14.69,29.08,9.65,7.24,-15.87,68.51,4.16,3.12
24.89,58.99,0.59,0.79,3.47,31.36,3.98,2.99,-4.7,20.53,3.87,2.9,-17.73,24,4.8,3.6,-16.65,71.15,1.98,1.49
23.49,60.42,0.65,0.79,5.33,22.04,3.05,2.29,-4.58,12.92,3.84,2.88,-18.41,23.2,4.54,3.4,-16.84,68.59,1.67,1.25
22.02,61.55,0.65,0.79,6.79,17.89,2.86,2.14,-4.1,14.64,3.11,2.33,-16.51,23.93,3.73,2.8,-14.27,50.43,0.92,0.69
21.51,62.36,0.65,0.73,3.31,34.02,3.81,2.86,-4.42,27.15,2.61,1.96,-17.25,15.16,3.04,2.28,-15.27,32.7,0.69,0.52
22.16,62.65,0.58,0.66,0.51,46.81,8.65,6.48,-4.93,31.02,2.51,1.88,-15.71,10.83,3.26,2.44,-14.1,17.59,0.71,0.53
23.94,62.34,0.32,0.58,0.12,51.6,12.44,9.33,-4.78,31.56,3.07,2.3,-14.86,10.22,4.2,3.15,-12.42,16.74,1.33,1
26.25,61.24,0.32,0.66,0.08,55.06,12.47,9.35,-4.28,32.72,6.19,4.64,-13.96,10.91,9.43,7.07,-11.47,15.03,3.14,2.35
27.22,61.21,0.29,0.73,0.13,58.93,14.67,11.01,-4.57,46.04,37.5,28.12,-12.49,26.64,43.48,32.61,-9.56,24.89,22.05,16.54
29.44,63.2,0.26,0.7,0.21,67.71,31.39,23.54,-5.29,60.38,52.63,39.48,-11.31,39.65,59.2,44.4,-9.17,35.19,34.39,25.8
31.01,64.29,0.13,0.55,0.07,78.88,42.47,31.86,-5.79,72.65,63.68,47.76,-11.35,49.85,70.45,52.84,-9.62,45.47,50.61,37.96
32.43,65.57,0.13,0.55,0,88.94,55.6,41.7,-5.99,82.95,78.74,59.06,-11.89,63.29,80.61,60.45,-18.73,55.59,67.96,50.97
32.61,67.06,0.1,0.55,0,89.62,61.06,45.79,-6.03,87.58,84.65,63.49,-12.14,69.29,84.42,63.32,-20.92,62.97,75.89,56.91
32.41,68.45,0.06,0.52,0,89.62,62.56,46.92,-6.04,89.62,85.49,64.12,-12.3,73.2,85.1,63.83,-22.32,67.13,80.39,60.29
33.09,68.6,0,0.55,0,89.62,62.6,46.95,-6.04,89.62,85.52,64.14,-12.41,76.4,86.45,64.84,-23.34,68.89,85.17,63.88
39.5,68.66,0.06,0.55,0,89.62,62.59,46.94,-6.04,89.62,85.42,64.07,-12.45,77.72,86.7,65.02,-23.79,70.16,86.52,64.89
39.17,69.37,0.12,0.61,0,89.62,63.09,47.31,-6.04,89.62,84.98,63.73,-12.48,78.8,86.67,65,-23.98,70.85,85.66,64.24
36.66,69.35,0.06,0.55,0,89.62,62.66,46.99,-6.04,89.62,84.83,63.62,-12.51,79.75,86.45,64.84,-24.02,71.28,85.2,63.9
35.95,69.26,0,0.52,0,89.62,61.92,46.44,-6.04,89.62,84.53,63.4,-12.53,80.61,86.26,64.7,-24.03,71.77,84.51,63.38
35.25,69.4,0.03,0.49,0,89.62,61.21,45.91,-6.04,89.62,84.5,63.38,-12.54,81.27,86.2,64.65,-24,71.92,84.29,63.21
35.21,69.41,0,0.49,0,89.62,60.83,45.63,-6.04,89.62,84.41,63.31,-12.55,82,86.14,64.6,-23.91,72.02,83.86,62.9
35,69.3,0,0.49,0,89.62,60.71,45.53,-6.04,89.62,84.44,63.33,-12.56,82.39,86.14,64.6,-23.78,71.87,83.93,62.95
34.69,69.06,0,0.46,0,89.62,60.04,45.03,-6.04,89.62,84.59,63.45,-12.56,82.75,86.2,64.65,-23.77,72,84.62,63.47
34.39,68.57,0,0.43,0,89.62,59.6,44.7,-6.04,89.62,84.57,63.43,-12.56,82.91,86.2,64.65,-23.78,72.01,84.49,63.37
34.28,68.34,0,0.43,0,89.62,59.34,44.5,-6.04,89.62,83.96,62.97,-12.57,83.12,86.2,64.65,-23.88,72.28,83.91,62.93
34,67.99,0,0.46,0,89.62,59.04,44.28,-6.04,89.62,83.26,62.45,-12.57,83.35,86.2,64.65,-24.01,72.69,83.81,62.86
33.95,67.94,0,0.43,0,89.62,58.91,44.18,-6.04,89.62,83.14,62.36,-12.57,83.53,86.14,64.6,-24.04,72.82,83.85,62.89
34,67.83,0,0.43,0,89.62,58.87,44.15,-6.04,89.62,83.14,62.36,-12.57,83.54,86.04,64.53,-24.02,72.77,83.78,62.84
33.94,67.7,0,0.43,0,89.62,58.82,44.12,-6.04,89.62,83.17,62.38,-12.58,83.69,85.95,64.46,-24.05,72.85,83.77,62.83
33.88,67.2,0,0.43,0,89.62,58.74,44.05,-6.04,89.62,83.26,62.45,-12.58,83.78,85.92,64.44,-24.08,72.99,83.76,62.82
33.76,67.03,0,0.43,0,89.62,58.69,44.02,-6.04,89.62,83.26,62.45,-12.58,83.92,85.89,64.42,-24.09,73.05,83.74,62.81
33.64,66.93,0,0.43,0,89.62,58.65,43.99,-6.04,89.62,83.23,62.42,-12.58,84.01,85.82,64.37,-24.09,73.11,83.66,62.75
33.54,66.92,0,0.43,0,89.62,58.48,43.86,-6.04,89.62,83.2,62.4,-12.58,84.02,85.7,64.28,-24.09,73.1,83.65,62.74
33.57,66.92,0,0.43,0,89.62,58.44,43.83,-6.04,89.62,83.15,62.36,-12.58,84.13,85.64,64.23,-24.09,73.1,83.64,62.73
33.52,66.73,0,0.43,0,89.62,58.44,43.83,-6.04,89.62,83.09,62.32,-12.58,84.14,85.61,64.21,-24.08,73.05,83.68,62.76
33.56,66.72,0,0.43,0,89.62,58.39,43.79,-6.04,89.62,83.09,62.31,-12.58,84.1,85.58,64.18,-24.08,73.01,83.67,62.75
33.51,66.65,0,0.43,0,89.62,58.39,43.79,-6.04,89.62,83,62.25,-12.58,84.03,85.54,64.16,-24.09,73.05,83.66,62.74
33.46,66.52,0,0.43,0,89.62,58.35,43.76,-6.04,89.62,83.06,62.29,-12.58,84,85.48,64.11,-24.09,73.01,83.71,62.78
33.41,66.24,0,0.43,0,89.62,58.35,43.76,-6.04,89.62,83.09,62.32,-12.58,84.04,85.45,64.09,-24.08,72.96,83.57,62.68
33.38,66.32,0.26,0.43,0,89.62,58.17,43.63,-6.04,89.62,83.09,62.32,-12.58,84.13,85.45,64.09,-24.07,72.92,83.17,62.38
33.33,65.97,0.25,0.43,0,89.62,57.79,43.34,-6.04,89.62,83.12,62.34,-12.58,84.12,85.45,64.09,-24.04,72.82,83.15,62.36
33.28,65.84,0.25,0.43,0,89.62,57.66,43.24,-6.04,89.62,83.01,62.26,-12.58,84.03,85.23,63.92,-24.04,72.79,83.03,62.27
33.05,65.31,0.25,0.39,0,89.62,57.05,42.79,-6.04,89.62,82.12,61.59,-12.58,83.72,84.74,63.56,-23.98,72.42,82.85,62.14
32.83,64.95,0.25,0.43,0,89.62,55.89,41.92,-6.04,89.62,81,60.75,-12.58,83.52,84.65,63.48,-23.89,71.92,82.27,61.7
32.75,65.1,0.26,0.43,0,89.62,54.98,41.24,-6.04,89.62,79.7,59.78,-12.58,83.71,84.22,63.16,-23.76,71.7,81.63,61.22
32.72,65.31,0.25,0.43,0,89.62,54.56,40.92,-6.04,89.62,79.43,59.57,-12.58,83.65,84.04,63.03,-23.76,71.6,81.61,61.2
31.35,64.25,0.33,0.43,0,89.62,49.3,36.97,-6.03,85.87,74.06,55.55,-12.55,80.12,82.24,61.68,-22.33,63.7,79.61,59.71
27.12,61.28,0.36,0.43,0.02,74.21,30.91,23.18,-6.05,66.96,29.99,22.49,-12.54,62.89,49.74,37.31,-11.57,49.62,32.28,24.21
24.84,59.91,0.39,0.43,0,63.11,20.97,15.72,-6.29,55.8,13.38,10.03,-13.08,51.8,20.35,15.26,-11.98,41.1,11.24,8.43
23.11,59.08,0.39,0.43,0.61,50.14,12.48,9.36,-6.2,40.88,6.74,5.05,-13.56,36.51,12.37,9.28,-11.66,32.29,4.29,3.22
22.05,58.83,0.39,0.39,1.77,41.77,7.57,5.68,-5.36,31.59,3.5,2.62,-13.72,29.21,7.59,5.69,-11.38,26.22,2.59,1.94
22.22,58.93,0.39,0.39,2.47,39.43,5.6,4.2,-4.36,30.01,3.04,2.28,-14.35,28.85,5.25,3.94,-10.27,23.14,1.84,1.38
22.6,58.62,0.39,0.39,2.52,39.72,5.42,4.07,-3.97,31.05,2.65,1.99,-14.08,28.19,3.32,2.49,-9.73,22.96,1.27,0.95
23.31,58.29,0.39,0.39,1.9,41.54,15.07,11.3,-3.69,30.98,14.58,10.94,-13.38,29.42,12.83,9.62,-8.62,31.39,1.21,0.9
24.49,58.02,0.39,0.41,2.38,40.79,38.07,28.55,-2.95,32.88,41.66,31.24,-12.35,29.92,49.94,37.46,-8.59,43.08,28.89,21.67
27.23,58.15,0.46,1.72,2.08,47.06,53.81,40.36,-3.35,44.15,59.14,44.36,-11.31,36.85,70.53,52.89,-9,45.63,62.46,46.85
34.99,59.08,0.85,6.49,1.43,56.97,65.15,48.86,-4.48,57.59,72.63,54.47,-11.32,48.95,81.72,61.29,-10,50.93,78.9,59.17
37.09,61.26,1.22,6.68,0.31,74.35,68.57,51.42,-5.53,72.54,79.16,59.37,-11.65,61.25,89.36,67.02,-21.74,61.27,89.32,66.99
38.06,63.97,1.15,2.64,0.05,84.02,66.58,49.94,-5.88,80.92,81.83,61.37,-12.01,68.72,93.64,70.23,-23.13,67.26,95.49,71.62
38.34,64.87,1.05,2.08,0,88.44,66.53,49.89,-5.99,84.79,83.12,62.34,-12.19,72.52,94.71,71.03,-24.24,70.19,97.67,73.26
38.01,65.46,0.7,1.46,0,89.62,66.52,49.89,-6.02,87.03,83.14,62.36,-12.35,75.96,95.94,71.96,-25.13,73.36,98.76,74.07
37.46,64.35,0.58,1.44,0,89.62,66.23,49.67,-6.02,86.59,82.07,61.56,-12.38,76.64,95.83,71.87,-25.23,73.55,99.48,74.61
40.84,54.79,0.74,24.31,0.2,69.87,57.43,43.07,-5.47,64.07,55.57,41.68,-11.73,58.25,72.47,54.36,-21.72,57.56,58.05,43.53
42.94,47.25,5.49,26.52,1.27,53.04,48.78,36.58,-3.87,39.7,21.18,15.88,-11.48,36.21,15.87,11.9,-9.92,37.07,4.54,3.41
44.54,39.14,14.43,26.23,3.75,42.15,49.72,37.29,-1.29,22.48,12.97,9.72,-10.33,12.46,5.7,4.28,-12.87,14.91,2.58,1.94
42.99,30.11,19.53,27.17,4.97,38.83,54.44,40.83,1.13,12.44,9.65,7.23,-10.49,1.85,5.74,4.31,-16.96,4.38,2.6,1.95
40.39,30.75,22.07,30.37,5,38.62,60.85,45.63,2.33,10.33,10.72,8.04,-9.18,-0.32,6.9,5.18,-17.87,0.89,3.27,2.45
38.73,31.25,21.42,39.85,4.34,38.23,62.45,46.84,2.45,9.35,12.66,9.5,-9.44,-0.93,7.8,5.85,-18.71,-2.05,3.47,2.6
38.77,31.88,20.86,48.11,4.03,38.25,62.77,47.08,2.79,8.68,12.72,9.54,-9.29,-2.19,7.85,5.88,-19.27,-3.37,3.49,2.62
38.82,32.11,19.44,52.64,3.67,38.7,62.38,46.79,2.56,9.29,13.57,10.18,-9.96,-2.03,7.87,5.91,-19.76,-3.73,3.5,2.63
39.46,33.14,19.58,53.58,3.6,38.74,62.13,46.6,2.72,9.41,13.85,10.39,-10.19,-2.2,7.87,5.91,-19.84,-4.25,3.49,2.62
39.73,34.06,20,53.76,3.59,38.52,61.94,46.45,2.78,9.24,13.87,10.4,-10.45,-2.5,7.87,5.91,-19.72,-4.35,3.44,2.58
38.79,35.51,19.48,18.02,3.85,38.06,61.01,45.76,1.95,15.4,14.15,10.61,-10.4,4.38,13.88,10.41,-17.44,-1.15,4.29,3.22
39.98,41.13,14.43,7.93,2.38,43.39,57.26,42.94,-0.37,31.9,31.49,23.62,-9.78,17.86,40.65,30.48,-11.07,10.6,22.92,17.19
36.94,35.56,10.44,5.14,1.66,51.99,45.34,34.01,-2.59,43.94,30.14,22.6,-10.1,37.93,53.04,39.78,-8.7,30.62,52.57,39.43
37.82,29.72,22.31,5.68,1.76,48.65,18.67,14,-3.23,47.5,11.66,8.75,-10.85,53.18,64.88,48.66,-11.4,49.92,58.65,43.99
34.33,17.18,35.9,41.23,3.97,35.79,9.81,7.36,-1.94,33.6,3.43,2.57,-11,58.48,72.66,54.5,-15.32,68.8,30.71,23.03
33.39,14.16,36.78,49.19,4.94,31.48,4.93,3.7,-2.38,29.03,0.97,0.73,-11.08,58.68,85.21,63.91,-17.07,77.81,24.17,18.13
34.17,14.83,36.85,59.86,5.79,26.91,4.82,3.62,-3.78,24.81,0.84,0.63,-11.03,58.79,92.52,69.39,-17.4,82.3,19.69,14.76
35.9,16.18,35.43,68.36,7.05,21.14,6.78,5.09,-5.99,20.39,0.79,0.59,-11.15,59.78,94.83,71.12,-17.47,86.34,15.23,11.42
36.75,17.51,34.91,71.07,8.38,16.33,9.44,7.08,-7.18,15.96,0.73,0.55,-11.22,57.56,95.57,71.68,-17.32,87.98,10.19,7.64
36.53,16.35,34.97,68.3,8.96,15.14,10.17,7.63,-7.58,14.89,0.56,0.42,-11.23,56.97,95.36,71.52,-17.25,88.65,8.3,6.23
36.64,16.58,34.89,66.85,9.22,13.61,10.75,8.06,-8.07,14.19,0.5,0.38,-11.27,57.51,95.49,71.62,-17.25,89.64,7.83,5.87
37.35,16.99,34.32,69.8,9.69,12.17,11.83,8.87,-8.9,14.35,0.5,0.38,-11.33,58.28,96.81,72.61,-17.28,91.21,7.55,5.66
38.1,17.46,33.44,72.36,10.66,9.36,13.09,9.81,-9.45,13.81,0.55,0.41,-11.47,59.3,96.89,72.67,-17.41,95.12,7.5,5.63
38.35,17.54,32.78,73.92,11.5,7.76,14.28,10.71,-9.84,13.33,0.72,0.54,-11.57,59.3,95.5,71.63,-17.52,98.78,9.54,7.15
38.4,17.81,32.45,73.55,12.1,6.51,14.93,11.19,-9.34,13.17,0.78,0.58,-11.69,57.73,95.54,71.65,-17.35,96.22,9.41,7.06
37.88,17.08,32.05,70.02,12.6,6.69,13.81,10.36,-8.27,12.3,0.34,0.25,-11.7,55.75,95.56,71.67,-17.31,96.26,6.47,4.85
37.58,17.03,31.91,67.52,10.91,10.08,12.35,9.26,-6.69,13.1,0.21,0.16,-11.55,55.02,95.36,71.52,-17.25,95.44,5.96,4.47
37.63,17.06,31.5,66.11,9.99,13.49,11.04,8.28,-6.36,15.24,0,0,-11.41,54.35,94.67,71,-17.33,96.21,5.65,4.24
37.57,17.08,31.38,65.1,9.76,14.37,10.73,8.05,-5.69,15.43,0,0,-11.25,53.68,94.38,70.78,-17.33,96.07,5.29,3.97
37.65,16.79,31.19,64.33,9.88,14.48,10.6,7.95,-5.21,15.87,0,0,-11.11,53.5,93.9,70.42,-17.33,95.97,5.02,3.76
